patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
54c29d5c-19ec-4829-8db5-d4412837f418,Khoa Mai Bảo Đặng,522897559724,26/01/1988,0597273537,lnguyen@example.org,"050 Nhật Đức Mai, 126985",Tim mạch,10.05,Nam Thị Đặng,08/05/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Trung Đức Hoàng,770019623935,05/01/1942,0531517569,dangjohn@example.com,"477 Cô Bảo Hoàng phố, 800596",Tiểu đường,3.68,Bảo Trí Mai,30/01/2026
d183010f-6319-429b-973e-7bb90f9ca17b,Tú Bùi,489148674550,21/09/1999,0905358714,john84@example.net,"9 Tú Hải Dương, 232315",Khỏe mạnh,3.75,Bảo Vũ,10/05/2026
d2938e6e-ff4d-4930-b3b0-fb536f75ee8a,Nhật Lê,985753485249,17/09/1941,0825380234,lejane@example.org,"9 Bác Khoa Trần phố, 690016",Huyết áp cao,5.26,Duyên Lê,26/04/2026
620f230b-439e-454c-a930-16eae0bda1ee,Lâm Dương,260411127866,19/06/1955,0930473857,tpham@example.net,"3 Chị Hạnh Hoàng, 957091",Tiểu đường,4.04,Khoa Trần,21/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Ông Trọng Phạm,924977497040,12/11/1991,0573505000,fle@example.com,"678 Kim Đặng, 918430",Huyết áp cao,9.09,Quý cô Khoa Vũ,25/04/2026
3fde9814-0ec0-4d4b-9644-1a9d3362d476,Bà Thành Hoàng,991324487909,18/05/2002,0707211799,tpham@example.net,"0 Quý cô Lan Phạm, 715388",Huyết áp cao,6.92,Hải Hoàng Mai,09/04/2026
0706fec2-48fa-4e98-9723-ecdbb0588256,Cô Bảo Hoàng,245194600545,15/04/1992,0955570780,jane72@example.org,"0 Bà Ngọc Lê JohnHuyện, 737894",Tiểu đường,10.03,Anh Nam Đặng,28/04/2026
4082fcda-7580-44e9-9945-0186da018d29,Hà Quang Đặng,141074800079,15/07/1995,0850785912,dangjane@example.com,"9 Quý ông Châu Vũ, 389913",Tim mạch,9.76,Chị Dương Nguyễn,25/01/2026
e651e3e1-3d84-4fc9-83f6-2136846d5a3b,Cô Thảo Bùi,522907770476,09/11/1964,0512149373,john29@example.com,"60 Phương Phú Nguyễn, 414777",Tiểu đường,8.88,Ông Trọng Đặng,03/03/2026
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Khoa Thị Phạm,881508760979,02/08/1951,0767131127,upham@example.net,"17 Hà Hải Hoàng JaneXã, 412848",Khỏe mạnh,7.29,An Lê,10/05/2026
91c46efc-fcb8-46bb-a8c0-cbef57b936b0,Quý cô Khoa Đặng,643443315108,22/03/1992,0938852087,mpham@example.org,"743 Quý cô Hải Trần, 550268",Khỏe mạnh,4.12,Dương Phạm,01/01/2026
5f8392d5-bb0c-4919-b30c-cff588a5fa0d,Cô Mai Mai,428642495578,11/08/1990,0944188005,spham@example.com,5 Hà Hữu Lê,Tim mạch,7.2,Lâm Mai Hoàng,01/03/2026
567c5d44-862c-42fd-98ab-b2e785319f0f,Quý ông Vũ Mai,711320890534,30/01/2008,0851159231,john07@example.net,"332 Chị Linh Mai xã, 771425",Khỏe mạnh,9.62,Hương Lê,07/01/2026
1bad52a8-a976-4c4d-8c47-2187fea35d37,Hà Trí Nguyễn,759774627109,13/10/1965,0897674031,nguyenjane@example.com,"046 Dũng Vũ, 853681",Tiểu đường,6.77,Hải Hữu Dương,13/04/2026
3322c68b-9be7-4aec-b2da-81f07f6bd3c6,Bà Bảo Đặng,183968083294,27/06/1961,0538841913,john37@example.com,"7 Bảo Xuân Trần, 801520",Tiểu đường,8.75,Quý cô Chi Phạm,10/01/2026
41822509-e79f-4f3d-99ee-2c3bb93c4b0b,Kim Dương,146933744576,02/04/1969,0857121072,maijane@example.org,"11 Chị Vi Bùi xã, 752011",Huyết áp cao,8.2,Dũng Dương,17/04/2026
6676cc75-6699-4af5-9d24-181c2ed087d4,Hải Thế Hoàng,960753011622,02/10/1993,0850923168,jane82@example.net,"697 Chi Phạm, 979269",Khỏe mạnh,9.62,Quý ông Châu Lê,27/04/2026
42f90f92-1036-4a81-8bc4-d7ba70d0ebcb,Thành Đức Dương,442979077546,03/04/1973,0989012515,john02@example.org,"890 Bà Xuân Hoàng, 887931",Tiểu đường,10.59,Hải Trí Mai,08/05/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Bà Thảo Lê,230638469563,15/11/1968,0787078954,johnnguyen@example.org,"0 Chị Kim Trần JohnXã, 749137",Huyết áp cao,10.66,Bảo Đặng,28/01/2026
57423882-f34a-4949-b4ca-0ad7abe5be96,Chi Phạm,720712303567,05/08/1959,0753252372,johndang@example.org,"554 Cô Hạnh Phạm, 878579",Khỏe mạnh,10.9,Cô Hạnh Mai,26/01/2026
6494dd5c-da29-4905-ae22-a70b1ee93260,Vi Phạm,290476872826,08/09/1987,0824659312,jane88@example.net,"79 Duyên Bùi, 919023",Tiểu đường,4.78,Vi Trần,14/01/2026
e1f85b33-9b2d-4a2a-99bd-6240a8535961,Chị Hà Lê,582207462109,12/11/2006,0363716970,buijane@example.net,"JohnQuận
8 Bà Nhật Dương, 846454",Huyết áp cao,3.69,Quý cô Hạnh Đặng,04/04/2026
ac20af11-ebd3-4927-9865-28e6afc5c20e,Anh Dũng Bùi,624605642348,17/01/1986,0315698483,janevu@example.net,"8 Quý cô Nhật Trần, 155642",Huyết áp cao,9.09,Vân Dương,09/04/2026
aef2ab2f-495f-42fc-bbc8-c77e29330fc4,Cô Lâm Vũ,931939234528,10/10/1985,0706205283,jane58@example.net,"8 Quý ông Dũng Lê, 506380",Tiểu đường,9.78,Chị Hạnh Hoàng,08/01/2026
9edd2182-33fd-462d-8057-e470be6127a8,Thành Đức Đặng,201702881662,06/04/1975,0872158431,ynguyen@example.com,"281 Ông Trọng Bùi, 268746",Khỏe mạnh,11.73,Hạnh Dương,03/03/2026
27591ad4-0a39-4bf7-a7a1-58a0efffa2f4,Yến Bùi,418122441118,28/11/1996,0327570150,tranjane@example.org,"3 Hoàng Bùi, 466375",Tiểu đường,10.28,Chị Hải Dương,13/02/2026
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Quang Tấn Lê,977692283259,23/11/1967,0820685271,tranjane@example.org,"48 Nhật Hoàng, 410833",Huyết áp cao,10.16,Bác Dũng Trần,05/05/2026
c5f833cf-f4ce-4477-b8bc-a9ac2ada62ce,Hà Lê,722313013795,30/09/1950,0928398200,john77@example.com,"1 Trọng Thế Nguyễn, 176806",Tiểu đường,3.87,Nhiên Thị Dương,15/03/2026
e9366a85-3a46-4be3-9255-a4de9330ba83,Thảo Trần,345761265814,16/04/1968,0725872992,nguyenjohn@example.org,"0 Thành Phú Dương, 925115",Khỏe mạnh,6.05,Bác Bảo Đặng,06/02/2026
65262474-61a4-41ff-b00b-8b43ed3b9d13,An Nguyễn,854264025736,21/04/1974,0384512139,john06@example.org,"50 Cô Phương Hoàng, 320256",Huyết áp cao,6.14,Bảo Mai,19/01/2026
d5b211a9-9dec-4b83-b885-8f7e2f1a25a8,Tú Văn Phạm,973303257199,06/08/1948,0814033028,lejane@example.org,"1 Ông Quang Phạm, 234443",Tim mạch,7.21,Phúc Mai Bảo Nguyễn,10/01/2026
735d88f3-7c61-46df-915a-6b4331891f48,Dũng Hữu Mai,685021958028,26/06/1946,0548691223,john28@example.org,"6 Quý ông Hoàng Hoàng, 566991",Khỏe mạnh,5.68,Nam Lê,15/01/2026
d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,Minh Phú Lê,139815972334,12/09/1949,0758697279,john16@example.net,"3 Mai Vũ, 909652",Khỏe mạnh,11.75,Chị Khoa Hoàng,07/03/2026
808e08d2-5d26-4b1b-a593-b659172e8c68,Quý ông Minh Hoàng,681665541081,06/04/1997,0565806336,rtran@example.org,"7 Chị Thảo Trần, 377198",Tiểu đường,3.91,Quý cô Thành Trần,09/03/2026
783c91eb-635a-41f2-9c7a-f83dca9d2704,Phúc Lê,551926947861,23/11/1942,0948263129,janenguyen@example.org,"91 Mai Bùi, 610511",Huyết áp cao,8.24,Phúc Thế Hoàng,27/02/2026
a4bae8bf-83b8-4a05-93bc-0dc63ae0acdb,Nam Phạm,889294504172,01/01/1949,0815977406,nguyenjane@example.org,"7 Nhiên Trần, 145240",Khỏe mạnh,6.9,Kim Trần,06/01/2026
2a955908-0e50-4fd8-a598-f38392803da2,Cô Lan Vũ,595541463168,24/04/2005,0519724861,vujane@example.com,"23 Cô Xuân Vũ, 818894",Tim mạch,10.09,Linh Mai,19/02/2026
33cd1d56-043d-42db-9bcb-404c21d8b96a,Quý cô An Đặng,647500425455,05/02/1970,0331947203,rdang@example.org,"8 Anh Quang Lê, 655552",Tim mạch,10.49,Hà Phạm,15/02/2026
c2f43c10-e869-407c-bdcb-fffccdfba4e9,Kim Mai Bùi,514277586302,09/12/1953,0774920720,jane95@example.com,"30 Hương Nguyễn, 943356",Tim mạch,4.6,Hạnh Hoàng,21/01/2026
42e4bf01-40ee-431d-95da-d216a6cdae3c,Quý ông Anh Vũ,951164715787,23/06/1955,0985067228,johnmai@example.net,"588 Quang Đặng, 244775",Tiểu đường,11.71,Dũng Trí Phạm,28/02/2026
19abdc15-296b-47bf-b301-bb6cb3061300,Lan Mai,990589693719,27/10/1993,0563991989,apham@example.org,"796 Hoàng Đặng, 139589",Tiểu đường,8.33,An Xuân Hoàng,08/01/2026
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Quý cô Bảo Hoàng,661754147102,14/06/1997,0503408171,otran@example.com,"2 Chị Hương Đặng, 917546",Huyết áp cao,6.76,Bảo Lê,18/03/2026
b4209103-bca7-46eb-83ef-0f77848ac924,Thành Hữu Mai,418205536140,16/02/1956,0954953435,jane78@example.com,"Cô Lan Nguyễn
26 Cô Lan Nguyễn, 456480",Huyết áp cao,5.03,Thành Bùi,25/04/2026
400945ce-932c-4ec9-8b1b-8effd02a6cbb,Huy Phú Vũ,933514670603,27/07/1991,0593646675,janeduong@example.com,"633 Quý cô Phương Vũ, 197527",Khỏe mạnh,4.12,Trọng Lê,14/03/2026
5a81762a-5059-477b-b9ff-89d92db13deb,Lâm Dương,338569370338,15/10/1971,0349689787,dangjohn@example.com,"952 An Hoàng, 144316",Tim mạch,8.77,Bảo Tấn Vũ,06/03/2026
9313b3a7-e5a1-46e4-a188-6146fc40a3d4,Trọng Phạm,341086056658,22/03/2007,0326112256,hnguyen@example.com,"80 Bảo Mai Bảo Đặng, 643377",Khỏe mạnh,8.29,Ngọc Dương,30/03/2026
534fc96d-19ca-4c1b-94bc-f47a61223189,Ngọc Trần,351485251753,28/05/1975,0951137943,hoangjane@example.net,"63 An Mai Bảo Hoàng, 288627",Tim mạch,5.41,Nhật Mai,16/04/2026
618192de-db37-4ca7-aea5-e3418e2ac3ff,Dũng Văn Dương,646292531847,20/11/1969,0582960241,ehoang@example.net,"44 Ông Nhiên Đặng, 599687",Tiểu đường,7.07,Duyên Đặng,04/02/2026
ee8d5daa-8eb7-4306-8f73-198e5c3d0d5f,Quý ông Huy Vũ,802024120852,02/06/1965,0346075016,dvu@example.com,"55 Cô Hải Đặng, 762398",Tim mạch,7.09,Lan Mai,25/02/2026
d9518f98-679f-4f42-9256-d7079cc05b67,Huy Phú Vũ,810290864133,11/06/1960,0706240595,kbui@example.com,"59 Mai Đặng, 346024",Tiểu đường,3.89,Quý cô Thành Lê,22/01/2026
efd1b588-1054-42d5-9876-35761a5ed196,Quý cô Lan Dương,712299853107,11/08/1973,0745183941,johnpham@example.org,"33 Châu Hữu Dương phố, 795781",Khỏe mạnh,5.27,Nhật Quang Vũ,08/05/2026
8c6d768e-45bc-43ba-af52-d36e8a63b93c,Phương Nguyễn,491499848596,28/06/1978,0845790993,john02@example.net,"78 Anh Tú Vũ, 372427",Tim mạch,9.0,Thảo Lê,10/03/2026
5808d790-22e4-4628-9913-057dc21f84fc,Hà Trí Dương,828505394998,19/12/1935,0303967675,johnduong@example.com,"3 Bà An Đặng, 362035",Tim mạch,7.14,Thành Mai,04/02/2026
84408e98-3d53-4c43-a015-2b5b6c17e150,Chị Vân Mai,692154152526,28/05/1994,0342307549,janemai@example.org,"7 Trọng Hoàng Đặng, 152042",Khỏe mạnh,9.77,Chi Bùi,06/02/2026
ba23b07a-703c-4286-b717-14cd200291bb,Quý cô Bảo Dương,265119371847,11/05/1946,0332374814,lbui@example.com,"70 Nhật Xuân Vũ, 669578",Tim mạch,7.3,Phúc Hoàng,18/04/2026
f97f4994-1f38-4f55-833a-c4d6d4085391,Quý ông Châu Bùi,770476705100,27/05/1953,0735883434,jane37@example.net,"64 Hương Bùi, 413328",Tim mạch,9.74,An Hoàng Trần,24/04/2026
3c6841d6-1ce8-412f-b928-7d2637c0f87a,Ông Trọng Dương,475299183688,08/05/1993,0752621526,john49@example.net,"JohnHuyện
271 Hà Vũ, 472787",Huyết áp cao,9.83,Cô Hà Phạm,31/01/2026
a50784cb-c9df-401e-8ef0-0de1fb4f1972,Huy Bùi,995369957582,04/09/1985,0325798384,jane94@example.com,"7 Bà Thảo Phạm, 971733",Khỏe mạnh,5.07,Quang Lê,28/02/2026
5dfb1922-8aa6-4006-836a-db9dd1c56a00,Khoa Hải Đặng,770711813496,01/12/1988,0878747805,maijane@example.net,"8 Chị Linh Vũ xã, 772036",Huyết áp cao,5.37,Anh Anh Dương,28/03/2026
2138e2e6-f013-4170-95cf-3b4c0b34fc84,Lâm Vũ,163415014521,16/10/1970,0831460383,janehoang@example.com,"539 Hà Dương, 939930",Huyết áp cao,7.84,Dương Hoàng,08/04/2026
5e7b4866-d270-4470-aa7b-e8b1e3f342a8,Thành Vũ,331929200576,06/10/1954,0587833557,apham@example.org,"386 Bà Mai Trần JohnPhường, 704570",Khỏe mạnh,9.51,Ngọc Vũ,22/01/2026
81338bdc-66cc-4376-8cca-89632e2e77a4,Vi Hoàng,128393340148,29/03/2001,0505023715,hoangjane@example.com,"8 Cô Hồng Hoàng, 516379",Tim mạch,9.92,Lâm Hoàng,09/05/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Mai Trần,751229348658,22/03/2007,0828901911,jane86@example.com,"075 Anh Hoàng, 368691",Khỏe mạnh,4.29,Nhật Xuân Phạm,22/02/2026
13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,Quý ông Thành Dương,964580626482,21/08/1995,0348514118,phamjohn@example.com,"055 Cô Phương Trần, 419588",Huyết áp cao,5.46,Thảo Dương,16/03/2026
388629ff-b2a0-4778-809d-644453ab3cce,Chị Thành Nguyễn,336497524231,31/03/2006,0901346665,janehoang@example.org,"517 Nhật Quang Nguyễn, 236708",Tiểu đường,4.78,Minh Phú Trần,05/03/2026
8fa8ae34-3233-4053-9242-ba54a6f9c0e1,Anh Tú Phạm,226013195562,24/01/1992,0522459953,hoangjane@example.com,"59 Vũ Hải Phạm, 252901",Khỏe mạnh,8.21,Minh Tấn Nguyễn,31/03/2026
da4ec04c-ba7e-4b86-81fa-d75327ef0a4b,Anh Quang Nguyễn,205901542931,06/02/1953,0942082619,phamjohn@example.net,"77 Anh Bảo Vũ, 606489",Tim mạch,7.9,Anh Đặng,29/04/2026
2b9a118e-4165-464c-8b21-a30886dc4e34,Bà Phương Hoàng,681893232767,20/12/1992,0526500708,buijohn@example.net,"5 Trung Văn Phạm, 633243",Huyết áp cao,9.58,Trọng Hoàng Dương,24/04/2026
32e97c2d-2fb9-4ccf-9688-85c288145bde,Quang Mai Bảo Dương,143517446382,08/09/2002,0927972581,nguyenjane@example.net,"5 Quý cô Lan Hoàng, 370196",Huyết áp cao,4.45,Lâm Dương,20/01/2026
23238416-a82c-4e18-a491-982be5ad481d,Dương Vũ,189356941331,16/05/1973,0330502513,tmai@example.com,"5 Quý ông Dũng Bùi, 424008",Huyết áp cao,3.95,Quang Nguyễn,01/05/2026
88702ae7-8ead-4a9a-915c-42cd51476e86,Nhiên Văn Lê,253064288479,24/08/1996,0798566828,wnguyen@example.net,"42 Anh Hưng Vũ JaneXã, 694587",Huyết áp cao,7.18,Lâm Dương,17/02/2026
22538040-7a02-4a6d-87a2-b171b02a06ee,Bác Hoàng Hoàng,399484228224,27/03/1971,0733738429,johnduong@example.org,"63 Quang Mai, 440677",Huyết áp cao,11.53,An Lê,12/04/2026
61603399-d307-4198-bc3e-b4029ba14c35,Hạnh Hải Vũ,574817636928,04/05/1943,0380402886,wbui@example.net,"6 Chị Khoa Nguyễn, 911259",Tiểu đường,9.56,Phương Đức Đặng,25/02/2026
b0a0c1cd-0df6-4527-ab45-bc389cf65e33,Cô Phương Trần,616082417119,17/12/1941,0536600110,rbui@example.org,"279 Chị Nhật Dương, 780081",Tim mạch,6.38,Ông Thành Nguyễn,03/04/2026
8618e40d-15d6-4658-9ce9-dbbca25291f3,Hưng Hoàng,914743290518,15/07/1975,0914733766,john98@example.net,"220 Hạnh Lê, 289473",Huyết áp cao,9.08,Lâm Phạm,01/01/2026
75699aef-0320-4c4e-80cb-e188c3f0fac3,Khoa Hoàng,678905753579,29/09/1979,0566408530,john13@example.org,"71 Nhật Nguyễn, 157738",Tim mạch,6.69,Quý cô Ánh Đặng,29/03/2026
54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,Hương Trần,118546207010,18/10/1965,0997197375,johnduong@example.com,"95 Minh Quang Bùi, 960109",Huyết áp cao,8.34,Kim Xuân Bùi,09/01/2026
